Date,Player,Player ID,Team,Positions,Status,Roster Status,Change,Game
Apr 6,Zeek Biggers,42036,Mia,DT,,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Mike Green,41844,Bal,"LB,DE",,FA,to AFC,Sun 4:25 pm @ Dal
Apr 6,Nathan Shepherd,31042,NO,DT,Q,FA,to NFC,Sun 4:25 pm vs LV
Apr 6,Kyler Murray,31833,Min,QB,,FA,to NFC,Sun 4:05 pm @ TB
Apr 6,Marte Mapu,40105,Hou,"LB,S",NA,FA,to AFC,Sun 1:00 pm @ Ind
Apr 6,Jalen McMillan,40954,TB,WR,,FA,to NFC,Sun 4:05 pm vs Min
Apr 6,Chris Paul Jr.,41958,Sea,LB,NA,FA,to NFC,Sun 1:00 pm @ Was
Apr 6,DJ Uiagalelei,42079,LAC,QB,NA,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Solomon Byrd,41110,Hou,DE,IR,FA,to AFC,Sun 1:00 pm @ Ind
Apr 6,Jonathan Jones,29875,Phi,"DB,CB",,FA,to NFC,Mon 8:15 pm @ Chi
Apr 6,Colts,,Ind,DEF,,FA,to AFC,Sun 1:00 pm vs Hou
Apr 6,Malik Nabers,40899,NYG,WR,Q,Sunday Kevin,to NFC,Sun 1:00 pm vs Ten
Apr 6,Nate Hobbs,33555,SF,CB,IR,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Drake Thomas,40730,Sea,LB,,FA,to NFC,Sun 1:00 pm @ Was
Apr 6,Spencer Rattler,41043,NO,QB,,FA,to NFC,Sun 4:25 pm vs LV
Apr 6,Bryce Young,40029,Car,QB,,Owl Out Blitz,to NFC,Sun 1:00 pm @ Cle
Apr 6,Ethan Bonner,40649,Mia,CB,NA,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Frankie Luvu,31503,Was,LB,Q,FA,to NFC,Sun 1:00 pm vs Sea
Apr 6,AJ Henning,42163,Mia,WR,NA,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Xavier Smith,40399,LAR,WR,,FA,to NFC,Sun 8:20 pm @ Den
Apr 6,DaRon Bland,34123,Dal,CB,,FA,to NFC,Sun 4:25 pm vs Bal
Apr 6,Jake Briningstool,42117,KC,TE,,FA,to AFC,Sun 1:00 pm @ Mia
Apr 6,Felix Anudike-Uzomah,40034,KC,DE,Q,FA,to AFC,Sun 1:00 pm @ Mia
Apr 6,Myles Price,42389,Min,WR,,FA,to NFC,Sun 4:05 pm @ TB
Apr 6,Zane Gonzalez,30337,Mia,K,NA,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Evan Anderson,41208,SF,DT,NA,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Derius Davis,40133,LAC,WR,,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Seth Coleman-Lyles,42450,Mia,DE,NA,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Edefuan Ulofoshio,41036,Cle,LB,IR,FA,to AFC,Sun 1:00 pm vs Car
Apr 6,Cade York,34080,NYJ,K,NA,FA,to AFC,Sun 1:00 pm @ Det
Apr 6,Sam LaPorta,40064,Det,TE,,Maybe Mitchell,to NFC,Sun 1:00 pm vs NYJ
Apr 6,Sam Okuayinonu,34462,SF,"DL,DE",IR,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Ke'Shawn Williams,42278,Cin,WR,,FA,to AFC,Sun 1:00 pm @ Pit
Apr 6,Daryl Porter,42064,Pit,CB,NA,FA,to AFC,Sun 1:00 pm vs Cin
Apr 6,Jake Tonges,34374,SF,TE,IR,FA,to NFC,Sun 4:05 pm vs Ari
Apr 6,Omar Speights,41449,LAR,LB,,FA,to NFC,Sun 8:20 pm @ Den
Apr 6,Eyioma Uwazurike,34072,Den,"DL,DT",,FA,to AFC,Sun 8:20 pm vs LAR
